nameOfIssuer,cusip,value,shares,sshPrnamtType,putCall,investmentDiscretion,otherManager,soleVotingAuthority,sharedVotingAuthority,noneVotingAuthority,ownedBy,ownedByName
AGNICO EAGLE MINES LTD,008474108,50,1187,SH,,DFND,11,1187,0,0,1000275,ROYAL  BANK  OF  CANAD
AGNICO EAGLE MINES LTD,008474108,71,1680,SH,,DFND,13,1680,0,0,1000275,ROYAL  BANK  OF  CANAD
AGNICO EAGLE MINES LTD,008474108,63,1500,SH,,DFND,14,1500,0,0,1000275,ROYAL  BANK  OF  CANAD
AGNICO EAGLE MINES LTD,008474108,16,378,SH,,DFND,15,378,0,0,1000275,ROYAL  BANK  OF  CANAD
AGNICO EAGLE MINES LTD,008474108,5,122,SH,,DFND,19,122,0,0,1000275,ROYAL  BANK  OF  CANAD
AGNICO EAGLE MINES LTD,008474108,4049,96400,SH,,DFND,23,90140,0,6260,1000275,ROYAL  BANK  OF  CANAD
AGNICO EAGLE MINES LTD,008474108,713,16984,SH,,OTR,23,16984,0,0,1000275,ROYAL  BANK  OF  CANAD
AGNICO EAGLE MINES LTD,008474108,103,2460,SH,,DFND,,2460,0,0,1000275,ROYAL  BANK  OF  CANAD
AGNICO EAGLE MINES LTD,008474108,43865,1044416,SH,,SOLE,,1044416,0,0,1000275,ROYAL  BANK  OF  CANAD
AGREE REALTY CORP,008492100,925,20083,SH,,DFND,1,20083,0,0,1000275,ROYAL  BANK  OF  CANAD
AGREE REALTY CORP,008492100,60,1300,SH,,DFND,2,1300,0,0,1000275,ROYAL  BANK  OF  CANAD
AGREE REALTY CORP,008492100,10,224,SH,,DFND,3,224,0,0,1000275,ROYAL  BANK  OF  CANAD
AGREE REALTY CORP,008492100,668,14500,SH,,DFND,4,0,14500,0,1000275,ROYAL  BANK  OF  CANAD
AGREE REALTY CORP,008492100,3,72,SH,,DFND,5,72,0,0,1000275,ROYAL  BANK  OF  CANAD
AGREE REALTY CORP,008492100,6,133,SH,,DFND,15,133,0,0,1000275,ROYAL  BANK  OF  CANAD
AGREE REALTY CORP,008492100,24,516,SH,,DFND,21,516,0,0,1000275,ROYAL  BANK  OF  CANAD
AGRIUM INC,008916108,422227,4199175,SH,,DFND,1,4199175,0,0,1000275,ROYAL  BANK  OF  CANAD
AGRIUM INC,008916108,2,19,SH,,DFND,2,19,0,0,1000275,ROYAL  BANK  OF  CANAD
AGRIUM INC,008916108,2497,24831,SH,,DFND,3,22698,0,2133,1000275,ROYAL  BANK  OF  CANAD
AGRIUM INC,008916108,225601,2243673,SH,,DFND,5,2243673,0,0,1000275,ROYAL  BANK  OF  CANAD
AGRIUM INC,008916108,11172,111110,SH,,DFND,7,0,111110,0,1000275,ROYAL  BANK  OF  CANAD
AGRIUM INC,008916108,10,100,SH,,OTR,7,100,0,0,1000275,ROYAL  BANK  OF  CANAD
AGRIUM INC,008916108,5239,52107,SH,,DFND,8,43777,8330,0,1000275,ROYAL  BANK  OF  CANAD
AGRIUM INC,008916108,488,4849,SH,,DFND,9,4849,0,0,1000275,ROYAL  BANK  OF  CANAD
AGRIUM INC,008916108,109,1082,SH,,DFND,15,1082,0,0,1000275,ROYAL  BANK  OF  CANAD
AGRIUM INC,008916108,4,39,SH,,DFND,19,39,0,0,1000275,ROYAL  BANK  OF  CANAD
AGRIUM INC,008916108,2,15,SH,,DFND,21,15,0,0,1000275,ROYAL  BANK  OF  CANAD
AGRIUM INC,008916108,1897,18870,SH,,DFND,24,1275,0,17595,1000275,ROYAL  BANK  OF  CANAD
AGRIUM INC,008916108,287,2854,SH,,DFND,29,2854,0,0,1000275,ROYAL  BANK  OF  CANAD
AGRIUM INC,008916108,158,1574,SH,,DFND,,1574,0,0,1000275,ROYAL  BANK  OF  CANAD
AGRIUM INC,008916108,79844,794077,SH,,SOLE,,794077,0,0,1000275,ROYAL  BANK  OF  CANAD
AIR METHODS CORP,009128307,1373,43100,SH,Call,DFND,3,43100,0,0,1000275,ROYAL  BANK  OF  CANAD
AIR METHODS CORP,009128307,47,1483,SH,,DFND,2,1483,0,0,1000275,ROYAL  BANK  OF  CANAD
AIR METHODS CORP,009128307,1,41,SH,,DFND,3,41,0,0,1000275,ROYAL  BANK  OF  CANAD
AIR METHODS CORP,009128307,29914,939203,SH,,DFND,4,0,795533,143670,1000275,ROYAL  BANK  OF  CANAD
AIR METHODS CORP,009128307,3,108,SH,,DFND,15,108,0,0,1000275,ROYAL  BANK  OF  CANAD
AIR PRODS & CHEMS INC,009158106,35126,244233,SH,,DFND,1,244233,0,0,1000275,ROYAL  BANK  OF  CANAD
AIR PRODS & CHEMS INC,009158106,741,5150,SH,,DFND,2,5150,0,0,1000275,ROYAL  BANK  OF  CANAD
AIR PRODS & CHEMS INC,009158106,9659,67161,SH,,DFND,3,63326,0,3835,1000275,ROYAL  BANK  OF  CANAD
AIR PRODS & CHEMS INC,009158106,17467,121449,SH,,DFND,5,121449,0,0,1000275,ROYAL  BANK  OF  CANAD
AIR PRODS & CHEMS INC,009158106,26,180,SH,,DFND,7,0,180,0,1000275,ROYAL  BANK  OF  CANAD
AIR PRODS & CHEMS INC,009158106,664,4620,SH,,DFND,8,4620,0,0,1000275,ROYAL  BANK  OF  CANAD
AIR PRODS & CHEMS INC,009158106,268,1865,SH,,DFND,15,1865,0,0,1000275,ROYAL  BANK  OF  CANAD
AIR PRODS & CHEMS INC,009158106,119,825,SH,,DFND,19,825,0,0,1000275,ROYAL  BANK  OF  CANAD
AIR PRODS & CHEMS INC,009158106,1,10,SH,,OTR,19,0,0,10,1000275,ROYAL  BANK  OF  CANAD
AIR PRODS & CHEMS INC,009158106,791,5497,SH,,DFND,21,5497,0,0,1000275,ROYAL  BANK  OF  CANAD
AIR PRODS & CHEMS INC,009158106,157,1095,SH,,DFND,23,872,0,223,1000275,ROYAL  BANK  OF  CANAD
AIR PRODS & CHEMS INC,009158106,43,300,SH,,DFND,,300,0,0,1000275,ROYAL  BANK  OF  CANAD
AKORN INC,009728106,58,2641,SH,,DFND,2,2641,0,0,1000275,ROYAL  BANK  OF  CANAD
AKORN INC,009728106,1840,84268,SH,,DFND,3,68215,0,16053,1000275,ROYAL  BANK  OF  CANAD
AKORN INC,009728106,20,914,SH,,DFND,5,914,0,0,1000275,ROYAL  BANK  OF  CANAD
AKORN INC,009728106,1,50,SH,,DFND,15,50,0,0,1000275,ROYAL  BANK  OF  CANAD
AKORN INC,009728106,0,12,SH,,DFND,21,12,0,0,1000275,ROYAL  BANK  OF  CANAD
ALAMO GROUP INC,011311107,39,517,SH,,DFND,2,517,0,0,1000275,ROYAL  BANK  OF  CANAD
ALAMO GROUP INC,011311107,30,400,SH,,DFND,3,400,0,0,1000275,ROYAL  BANK  OF  CANAD
ALAMO GROUP INC,011311107,1317,17300,SH,,DFND,4,0,17300,0,1000275,ROYAL  BANK  OF  CANAD
ALAMO GROUP INC,011311107,5,65,SH,,DFND,5,65,0,0,1000275,ROYAL  BANK  OF  CANAD
ALAMO GROUP INC,011311107,1,18,SH,,DFND,21,18,0,0,1000275,ROYAL  BANK  OF  CANAD
ALAMOS GOLD INC NEW,011532108,8820,1289480,SH,,DFND,1,1289480,0,0,1000275,ROYAL  BANK  OF  CANAD
ALAMOS GOLD INC NEW,011532108,1985,290236,SH,,DFND,2,290236,0,0,1000275,ROYAL  BANK  OF  CANAD
ALAMOS GOLD INC NEW,011532108,242,35320,SH,,DFND,3,34520,0,800,1000275,ROYAL  BANK  OF  CANAD
ALAMOS GOLD INC NEW,011532108,434,63472,SH,,DFND,5,63472,0,0,1000275,ROYAL  BANK  OF  CANAD
ALAMOS GOLD INC NEW,011532108,33,4835,SH,,DFND,7,0,4835,0,1000275,ROYAL  BANK  OF  CANAD
ALAMOS GOLD INC NEW,011532108,8,1146,SH,,DFND,8,1146,0,0,1000275,ROYAL  BANK  OF  CANAD
ALAMOS GOLD INC NEW,011532108,11,1600,SH,,SOLE,,1600,0,0,1000275,ROYAL  BANK  OF  CANAD
ALARM COM HLDGS INC,011642105,7,249,SH,,DFND,2,249,0,0,1000275,ROYAL  BANK  OF  CANAD
ALARM COM HLDGS INC,011642105,0,4,SH,,DFND,5,4,0,0,1000275,ROYAL  BANK  OF  CANAD
ALASKA AIR GROUP INC,011659109,6625,74662,SH,,DFND,1,74662,0,0,1000275,ROYAL  BANK  OF  CANAD
ALASKA AIR GROUP INC,011659109,249,2804,SH,,DFND,2,2804,0,0,1000275,ROYAL  BANK  OF  CANAD
ALASKA AIR GROUP INC,011659109,1855,20901,SH,,DFND,3,15537,0,5364,1000275,ROYAL  BANK  OF  CANAD
ALASKA AIR GROUP INC,011659109,11262,126923,SH,,DFND,4,0,103613,23310,1000275,ROYAL  BANK  OF  CANAD
ALASKA AIR GROUP INC,011659109,3625,40852,SH,,DFND,5,40852,0,0,1000275,ROYAL  BANK  OF  CANAD
ALASKA AIR GROUP INC,011659109,68,765,SH,,DFND,8,765,0,0,1000275,ROYAL  BANK  OF  CANAD
ALASKA AIR GROUP INC,011659109,331,3725,SH,,DFND,15,3725,0,0,1000275,ROYAL  BANK  OF  CANAD
ALASKA AIR GROUP INC,011659109,22,244,SH,,DFND,19,244,0,0,1000275,ROYAL  BANK  OF  CANAD
ALASKA AIR GROUP INC,011659109,148,1664,SH,,DFND,21,1622,0,42,1000275,ROYAL  BANK  OF  CANAD
ALASKA AIR GROUP INC,011659109,75,850,SH,,DFND,,850,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBANY INTL CORP,012348108,93,2015,SH,,DFND,2,2015,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBANY INTL CORP,012348108,6,139,SH,,DFND,3,139,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBANY INTL CORP,012348108,1,11,SH,,DFND,5,11,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBANY INTL CORP,012348108,1,19,SH,,DFND,19,19,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBANY INTL CORP,012348108,22,481,SH,,OTR,19,0,0,481,1000275,ROYAL  BANK  OF  CANAD
ALBANY MOLECULAR RESH INC,012423109,30,1583,SH,,DFND,2,1583,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBANY MOLECULAR RESH INC,012423109,116,6191,SH,,DFND,3,6191,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBANY MOLECULAR RESH INC,012423109,578,30800,SH,,DFND,4,0,30800,0,1000275,ROYAL  BANK  OF  CANAD
ALBANY MOLECULAR RESH INC,012423109,72,3812,SH,,DFND,5,3812,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBANY MOLECULAR RESH INC,012423109,2,121,SH,,DFND,15,121,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBANY MOLECULAR RESH INC,012423109,1,38,SH,,DFND,19,38,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBANY MOLECULAR RESH INC,012423109,25,1332,SH,,OTR,19,0,0,1332,1000275,ROYAL  BANK  OF  CANAD
ALBANY MOLECULAR RESH INC,012423109,1,63,SH,,DFND,21,63,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBEMARLE CORP,012653101,7403,86000,SH,Call,DFND,3,86000,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBEMARLE CORP,012653101,29918,347557,SH,,DFND,1,347557,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBEMARLE CORP,012653101,210,2441,SH,,DFND,2,2441,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBEMARLE CORP,012653101,11873,137934,SH,,DFND,3,128783,0,9151,1000275,ROYAL  BANK  OF  CANAD
ALBEMARLE CORP,012653101,4102,47650,SH,,DFND,4,0,14090,33560,1000275,ROYAL  BANK  OF  CANAD
ALBEMARLE CORP,012653101,2622,30460,SH,,DFND,5,30460,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBEMARLE CORP,012653101,4,45,SH,,DFND,8,45,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBEMARLE CORP,012653101,3,31,SH,,DFND,15,31,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBEMARLE CORP,012653101,1,13,SH,,DFND,19,13,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBEMARLE CORP,012653101,414,4809,SH,,DFND,21,4809,0,0,1000275,ROYAL  BANK  OF  CANAD
ALBEMARLE CORP,012653101,9535,110769,SH,,DFND,23,106856,0,3913,1000275,ROYAL  BANK  OF  CANAD
ALBEMARLE CORP,012653101,805,9350,SH,,DFND,26;23,0,0,9350,1000275,ROYAL  BANK  OF  CANAD
ALCOA CORP,013872106,2471,88000,SH,Put,DFND,3,88000,0,0,1000275,ROYAL  BANK  OF  CANAD
ALCOA CORP,013872106,3878,138107,SH,,DFND,3,122903,0,15204,1000275,ROYAL  BANK  OF  CANAD
ALCOA CORP,013872106,984,35028,SH,,DFND,5,35028,0,0,1000275,ROYAL  BANK  OF  CANAD
ALCOA CORP,013872106,0,13,SH,,DFND,7,0,13,0,1000275,ROYAL  BANK  OF  CANAD
ALCOA CORP,013872106,21,748,SH,,DFND,8,748,0,0,1000275,ROYAL  BANK  OF  CANAD
ALCOA CORP,013872106,7,253,SH,,DFND,11,253,0,0,1000275,ROYAL  BANK  OF  CANAD
ALCOA CORP,013872106,10,355,SH,,DFND,13,355,0,0,1000275,ROYAL  BANK  OF  CANAD
ALCOA CORP,013872106,22017,784088,SH,,DFND,14,784088,0,0,1000275,ROYAL  BANK  OF  CANAD
ALCOA CORP,013872106,16,556,SH,,DFND,15,556,0,0,1000275,ROYAL  BANK  OF  CANAD
ALCOA CORP,013872106,0,9,SH,,DFND,19,9,0,0,1000275,ROYAL  BANK  OF  CANAD
ALCOA CORP,013872106,0,15,SH,,OTR,19,0,0,15,1000275,ROYAL  BANK  OF  CANAD
ALCOA CORP,013872106,21,751,SH,,DFND,21,751,0,0,1000275,ROYAL  BANK  OF  CANAD
ALCOA CORP,013872106,2,58,SH,,DFND,,58,0,0,1000275,ROYAL  BANK  OF  CANAD
ALDER BIOPHARMACEUTICALS INC,014339105,56,2694,SH,,DFND,2,2694,0,0,1000275,ROYAL  BANK  OF  CANAD
ALDER BIOPHARMACEUTICALS INC,014339105,28,1325,SH,,DFND,3,525,0,800,1000275,ROYAL  BANK  OF  CANAD
ALDER BIOPHARMACEUTICALS INC,014339105,0,14,SH,,DFND,15,14,0,0,1000275,ROYAL  BANK  OF  CANAD
ALDER BIOPHARMACEUTICALS INC,014339105,1696,81528,SH,,DFND,23,76534,0,4994,1000275,ROYAL  BANK  OF  CANAD
ALDER BIOPHARMACEUTICALS INC,014339105,297,14279,SH,,OTR,23,0,0,14279,1000275,ROYAL  BANK  OF  CANAD
ALDER BIOPHARMACEUTICALS INC,014339105,631,30317,SH,,DFND,27;23,30317,0,0,1000275,ROYAL  BANK  OF  CANAD
ALDER BIOPHARMACEUTICALS INC,014339105,647,31120,SH,,DFND,28;23,31120,0,0,1000275,ROYAL  BANK  OF  CANAD
ALDER BIOPHARMACEUTICALS INC,014339105,949,45620,SH,,DFND,30;23,45620,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXANDER & BALDWIN INC NEW,014491104,246,5478,SH,,DFND,2,5478,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXANDER & BALDWIN INC NEW,014491104,0,1,SH,,DFND,5,1,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXANDER & BALDWIN INC NEW,014491104,27,600,SH,,DFND,19,600,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXANDER & BALDWIN INC NEW,014491104,10,224,SH,,DFND,21,224,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXANDERS INC,014752109,28,66,SH,,DFND,2,66,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXANDERS INC,014752109,6,14,SH,,DFND,5,14,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXANDRIA REAL ESTATE EQ IN,015271109,945,8500,SH,Call,DFND,3,8500,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXANDRIA REAL ESTATE EQ IN,015271109,438,3938,SH,,DFND,2,3938,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXANDRIA REAL ESTATE EQ IN,015271109,841,7564,SH,,DFND,3,7464,0,100,1000275,ROYAL  BANK  OF  CANAD
ALEXANDRIA REAL ESTATE EQ IN,015271109,14504,130510,SH,,DFND,4,0,122220,8290,1000275,ROYAL  BANK  OF  CANAD
ALEXANDRIA REAL ESTATE EQ IN,015271109,0,2,SH,,DFND,5,2,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXANDRIA REAL ESTATE EQ IN,015271109,17,154,SH,,DFND,15,154,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXANDRIA REAL ESTATE EQ IN,015271109,83,750,SH,,DFND,19,750,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXANDRIA REAL ESTATE EQ IN,015271109,1,10,SH,,DFND,21,10,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXANDRIA REAL ESTATE EQ IN,015271109,13446,120989,SH,,DFND,23,116684,0,4305,1000275,ROYAL  BANK  OF  CANAD
ALEXANDRIA REAL ESTATE EQ IN,015271109,1140,10257,SH,,DFND,26;23,0,0,10257,1000275,ROYAL  BANK  OF  CANAD
ALEXANDRIA REAL ESTATE EQ IN,015271505,110,3220,PRN,,DFND,21,1810,0,1410,1000275,ROYAL  BANK  OF  CANAD
ALEXION PHARMACEUTICALS INC,015351109,4836,39523,SH,,DFND,1,39523,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXION PHARMACEUTICALS INC,015351109,773,6315,SH,,DFND,2,6315,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXION PHARMACEUTICALS INC,015351109,4473,36560,SH,,DFND,3,36255,0,305,1000275,ROYAL  BANK  OF  CANAD
ALEXION PHARMACEUTICALS INC,015351109,7416,60613,SH,,DFND,5,60613,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXION PHARMACEUTICALS INC,015351109,2753,22502,SH,,DFND,7,0,22502,0,1000275,ROYAL  BANK  OF  CANAD
ALEXION PHARMACEUTICALS INC,015351109,57,465,SH,,DFND,8,0,465,0,1000275,ROYAL  BANK  OF  CANAD
ALEXION PHARMACEUTICALS INC,015351109,3,22,SH,,DFND,11,22,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXION PHARMACEUTICALS INC,015351109,1835,15000,SH,,DFND,14,15000,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXION PHARMACEUTICALS INC,015351109,147,1198,SH,,DFND,15,1198,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXION PHARMACEUTICALS INC,015351109,6,46,SH,,DFND,19,46,0,0,1000275,ROYAL  BANK  OF  CANAD
ALEXION PHARMACEUTICALS INC,015351109,1,10,SH,,OTR,19,0,0,10,1000275,ROYAL  BANK  OF  CANAD
ALEXION PHARMACEUTICALS INC,015351109,88,723,SH,,DFND,21,661,0,62,1000275,ROYAL  BANK  OF  CANAD
ALGONQUIN PWR UTILS CORP,015857105,95045,11208102,SH,,DFND,1,11208102,0,0,1000275,ROYAL  BANK  OF  CANAD
ALGONQUIN PWR UTILS CORP,015857105,17,2000,SH,,DFND,3,2000,0,0,1000275,ROYAL  BANK  OF  CANAD
ALGONQUIN PWR UTILS CORP,015857105,87378,10304032,SH,,DFND,5,10304032,0,0,1000275,ROYAL  BANK  OF  CANAD
ALGONQUIN PWR UTILS CORP,015857105,1280,150930,SH,,DFND,7,0,150930,0,1000275,ROYAL  BANK  OF  CANAD
ALGONQUIN PWR UTILS CORP,015857105,1195,140869,SH,,DFND,8,136016,4853,0,1000275,ROYAL  BANK  OF  CANAD
ALGONQUIN PWR UTILS CORP,015857105,36,4225,SH,,DFND,29,4225,0,0,1000275,ROYAL  BANK  OF  CANAD
ALGONQUIN PWR UTILS CORP,015857105,5311,626256,SH,,SOLE,,626256,0,0,1000275,ROYAL  BANK  OF  CANAD
ALICO INC,016230104,4,144,SH,,DFND,2,144,0,0,1000275,ROYAL  BANK  OF  CANAD
ALIGN TECHNOLOGY INC,016255101,284,2959,SH,,DFND,2,2959,0,0,1000275,ROYAL  BANK  OF  CANAD
ALIGN TECHNOLOGY INC,016255101,10825,112611,SH,,DFND,3,108586,0,4025,1000275,ROYAL  BANK  OF  CANAD
ALIGN TECHNOLOGY INC,016255101,9723,101140,SH,,DFND,4,0,101140,0,1000275,ROYAL  BANK  OF  CANAD
ALIGN TECHNOLOGY INC,016255101,1050,10922,SH,,DFND,5,10922,0,0,1000275,ROYAL  BANK  OF  CANAD
ALIGN TECHNOLOGY INC,016255101,48,498,SH,,DFND,15,498,0,0,1000275,ROYAL  BANK  OF  CANAD
ALIGN TECHNOLOGY INC,016255101,7,78,SH,,DFND,19,78,0,0,1000275,ROYAL  BANK  OF  CANAD
ALIGN TECHNOLOGY INC,016255101,92,955,SH,,OTR,19,0,0,955,1000275,ROYAL  BANK  OF  CANAD
ALIGN TECHNOLOGY INC,016255101,42,441,SH,,DFND,21,390,0,51,1000275,ROYAL  BANK  OF  CANAD
ALIGN TECHNOLOGY INC,016255101,2,25,SH,,DFND,23,25,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLEGHANY CORP DEL,017175100,567,932,SH,,DFND,2,932,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLEGHANY CORP DEL,017175100,810,1332,SH,,DFND,3,1106,0,226,1000275,ROYAL  BANK  OF  CANAD
ALLEGHANY CORP DEL,017175100,6,10,SH,,DFND,15,10,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLEGHANY CORP DEL,017175100,25825,42467,SH,,DFND,19,42467,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLEGHANY CORP DEL,017175100,33,55,SH,,DFND,21,55,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLETE INC,018522300,456,7107,SH,,DFND,1,7107,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLETE INC,018522300,158,2469,SH,,DFND,2,2469,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLETE INC,018522300,1522,23706,SH,,DFND,3,23493,0,213,1000275,ROYAL  BANK  OF  CANAD
ALLETE INC,018522300,2,29,SH,,DFND,5,29,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLETE INC,018522300,67,1039,SH,,DFND,15,1039,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLETE INC,018522300,3,51,SH,,DFND,19,51,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLETE INC,018522300,2,24,SH,,OTR,19,0,0,24,1000275,ROYAL  BANK  OF  CANAD
ALLETE INC,018522300,66,1033,SH,,DFND,21,1033,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLETE INC,018522300,29,449,SH,,DFND,23,449,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANCE CALIF MUN INCOME FD,018546101,259,19530,SH,,DFND,3,19530,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANCE CALIF MUN INCOME FD,018546101,12,930,SH,,DFND,21,930,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANCE DATA SYSTEMS CORP,018581108,107,469,SH,,DFND,1,469,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANCE DATA SYSTEMS CORP,018581108,361,1580,SH,,DFND,2,1580,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANCE DATA SYSTEMS CORP,018581108,1610,7044,SH,,DFND,3,6770,0,274,1000275,ROYAL  BANK  OF  CANAD
ALLIANCE DATA SYSTEMS CORP,018581108,8272,36200,SH,,DFND,4,0,36200,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANCE DATA SYSTEMS CORP,018581108,374,1635,SH,,DFND,5,1635,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANCE DATA SYSTEMS CORP,018581108,1956,8560,SH,,DFND,7,0,8560,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANCE DATA SYSTEMS CORP,018581108,196,858,SH,,DFND,8,83,775,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANCE DATA SYSTEMS CORP,018581108,16,72,SH,,DFND,9,72,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANCE DATA SYSTEMS CORP,018581108,686,3000,SH,,DFND,11,3000,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANCE DATA SYSTEMS CORP,018581108,21,92,SH,,DFND,15,92,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANCE DATA SYSTEMS CORP,018581108,35,155,SH,,DFND,19,155,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANCE DATA SYSTEMS CORP,018581108,16,70,SH,,OTR,19,60,0,10,1000275,ROYAL  BANK  OF  CANAD
ALLIANCE DATA SYSTEMS CORP,018581108,261,1144,SH,,DFND,21,1144,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANCE ONE INTL INC,018772301,3,151,SH,,DFND,2,151,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANCE ONE INTL INC,018772301,125,6490,SH,,DFND,4,0,6490,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANT ENERGY CORP,018802108,638,16851,SH,,DFND,1,16851,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANT ENERGY CORP,018802108,136,3588,SH,,DFND,2,3588,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANT ENERGY CORP,018802108,6391,168675,SH,,DFND,3,161291,0,7384,1000275,ROYAL  BANK  OF  CANAD
ALLIANT ENERGY CORP,018802108,0,12,SH,,DFND,5,12,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANT ENERGY CORP,018802108,28,750,SH,,DFND,7,0,750,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANT ENERGY CORP,018802108,6,157,SH,,DFND,15,157,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANT ENERGY CORP,018802108,330,8702,SH,,DFND,19,8702,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANT ENERGY CORP,018802108,0,10,SH,,OTR,19,0,0,10,1000275,ROYAL  BANK  OF  CANAD
ALLIANT ENERGY CORP,018802108,175,4618,SH,,DFND,21,4618,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANZGI CONV & INCOME FD I,018825109,592,103707,SH,,DFND,3,102327,0,1380,1000275,ROYAL  BANK  OF  CANAD
ALLIANZGI CONV & INCOME FD,018828103,8,1328,SH,,DFND,2,1328,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIANZGI CONV & INCOME FD,018828103,317,49654,SH,,DFND,3,48593,0,1061,1000275,ROYAL  BANK  OF  CANAD
ALLIANZGI EQUITY & CONV INCO,018829101,2530,137352,SH,,DFND,3,76829,0,60523,1000275,ROYAL  BANK  OF  CANAD
ALLIANZGI EQUITY & CONV INCO,018829101,3,147,SH,,DFND,21,147,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIED MOTION TECHNOLOGIES I,019330109,8,372,SH,,DFND,2,372,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLIED MOTION TECHNOLOGIES I,019330109,1121,52430,SH,,DFND,4,0,52430,0,1000275,ROYAL  BANK  OF  CANAD
ALLIQUA BIOMEDICAL INC,019621200,10,16500,SH,,DFND,3,16500,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLSTATE CORP,020002101,3706,50000,SH,Put,DFND,2,50000,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLSTATE CORP,020002101,6836,92226,SH,,DFND,1,92226,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLSTATE CORP,020002101,733,9885,SH,,DFND,2,9885,0,0,1000275,ROYAL  BANK  OF  CANAD
ALLSTATE CORP,020002101,18930,255396,SH,,DFND,3,224328,0,31068,1000275,ROYAL  BANK  OF  CANAD
